"Категория";"Производитель";"Товар";"Описание";"Цена (розница)";"Наличие";"Ссылка";"Гарантия, м";"Полное описание";"Ссылка на товар в интернет магазине"
"Мобильные телефоны";"Sony";"Sony Xperia Z1";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"490.00";"На складе";"https://phone.1k.by/mobile/sony/Sony_Xperia_Z1-932997.html";"36";"";"";
"Мобильные телефоны";"Sony";"Sony Xperia Z1 Compact";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"338.00";"На складе";"https://phone.1k.by/mobile/sony/Sony_Xperia_Z1_Compact-1182963.html";"36";"";"";
"Мобильные телефоны";"Sony";"Sony Xperia Z2";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"550.00";"На складе";"https://phone.1k.by/mobile/sony/Sony_Xperia_Z2-1219417.html";"36";"";"";
"Мобильные телефоны";"Sony";"Sony Xperia Z2a";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"560.00";"На складе";"https://phone.1k.by/mobile/sony/Sony_Xperia_Z2a-1774601.html";"36";"";"";
"Мобильные телефоны";"Sony";"Sony Xperia Z3";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"506.00";"На складе";"https://phone.1k.by/mobile/sony/Sony_Xperia_Z3-1457101.html";"36";"";"";
"Мобильные телефоны";"Sony";"Sony Xperia Z3 Compact";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"488.00";"На складе";"https://phone.1k.by/mobile/sony/Sony_Xperia_Z3_Compact-1457103.html";"36";"";"";
"Мобильные телефоны";"Sony";"Sony Xperia Z3 Dual";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"538.00";"На складе";"https://phone.1k.by/mobile/sony/Sony_Xperia_Z3_Dual-1509171.html";"36";"";"";
"Мобильные телефоны";"Sony";"Sony Xperia Z3+";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"600.00";"На складе";"https://phone.1k.by/mobile/sony/Sony_Xperia_Z3-2105547.html";"36";"";"";
"Мобильные телефоны";"Sony";"Sony Xperia Z3+ Dual";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"600.00";"На складе";"https://phone.1k.by/mobile/sony/Sony_Xperia_Z3_Dual-2105557.html";"36";"";"";
"Мобильные телефоны";"Sony";"Sony Xperia Z5";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"695.00";"На складе";"https://phone.1k.by/mobile/sony/Sony_Xperia_Z5-2188411.html";"36";"";"";
"Мобильные телефоны";"Sony";"Sony Xperia Z5 Compact";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"730.00";"На складе";"https://phone.1k.by/mobile/sony/Sony_Xperia_Z5_Compact-2188431.html";"36";"";"";
"Мобильные телефоны";"Sony";"Sony Xperia Z5 Dual";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"695.00";"На складе";"https://phone.1k.by/mobile/sony/Sony_Xperia_Z5_Dual-2233609.html";"36";"";"";
"Мобильные телефоны";"Sony";"Sony Xperia Z5 Dual Premium";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"880.00";"На складе";"https://phone.1k.by/mobile/sony/Sony_Xperia_Z5_Dual_Premium-2286475.html";"36";"";"";
"Мобильные телефоны";"Sony";"Sony Xperia Z5 Premium";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"880.00";"На складе";"https://phone.1k.by/mobile/sony/Sony_Xperia_Z5_Premium-2286473.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi 4i 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"380.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_4i_16Gb-2103231.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi 4i 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"415.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_4i_32Gb-2395951.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi 4s 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"400.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_4s_16Gb-2577987.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi 4s 64Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"495.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_4s_64Gb-2439457.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi 4w 3/16Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"328.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_4w_316Gb-2966203.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi 5c";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"460.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_5c-2846669.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi 6 128Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"990.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_6_128Gb-2897075.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi 6 64Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"960.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_6_64Gb-2896465.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi Max 128Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"650.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_Max_128Gb-2742823.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi Max 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"410.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_Max_16Gb-2591549.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi Max 2 128Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"840.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_Max_2_128Gb-2930585.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi Max 2 64Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"590.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_Max_2_64Gb-2915463.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi Max 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"460.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_Max_32Gb-2539347.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi Max 64Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"510.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_Max_64Gb-2539355.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi MIX 128Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"1090.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_MIX_128Gb-2693037.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi MIX 256Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"1200.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_MIX_256Gb-2716323.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi Note 2 High Ed. 6/128Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"870.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_Note_2_High_Ed_6128Gb-2693039.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi Note 2 Pro 128Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"1000.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_Note_2_Pro_128Gb-2894979.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi Note 2 Standard Ed. 4/64Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"870.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_Note_2_Standard_Ed_464Gb-2693041.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi Note 64Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"417.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_Note_64Gb-2039063.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi Note Pro";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"913.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi_Note_Pro-2141291.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi3 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"350.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi3_16Gb-944661.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi4 2/16Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"247.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi4_216Gb-1434215.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi4 3/16Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"245.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi4_316Gb-2601991.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi4 3/16Gb LTE";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"299.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi4_316Gb_LTE-2769299.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi4 64Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"441.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi4_64Gb-1457081.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi4c 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"247.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi4c_16Gb-2214959.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi4c 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"340.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi4c_32Gb-2215351.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi5 128Gb";"Гарантия 36 месяцев.Original.Цвет Белый.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"750.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi5_128Gb-2438783.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi5S 128Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"750.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi5S_128Gb-2679473.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi5S 32Gb";"Гарантия 36 месяцев.Original.Цвет чёрный,золотой.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"590.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi5S_32Gb-2742867.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi5S 64Gb";"Гарантия 36 месяцев.Original.Цвет чёрный,золотой.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"600.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi5S_64Gb-2679471.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi5S Plus 128Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"850.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi5S_Plus_128Gb-2679477.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Mi5S Plus 64Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"690.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Mi5S_Plus_64Gb-2679475.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi 3 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"286.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_3_16Gb-2375817.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi 3 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"350.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_3_32Gb-2504555.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi 3 Pro 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"350.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_3_Pro_32Gb-2541843.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi 3S 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"285.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_3S_16Gb-2550781.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi 3S 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"340.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_3S_32Gb-2550779.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi 3X 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"295.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_3X_32Gb-2600115.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi 4 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"290.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_4_16Gb-2707773.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi 4 32Gb";"Гарантия 36 месяцев.Original.Цвет:Чёрный,Золотой,Белый.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"400.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_4_32Gb-2707771.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi 4A 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"219.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_4A_16Gb-2716327.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi 4A 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"228.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_4A_32Gb-2830893.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi 4X 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"263.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_4X_16Gb-2818335.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi 4X 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"303.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_4X_32Gb-2818375.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi 4X 64Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"400.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_4X_64Gb-2931867.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi Note 3 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"315.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_Note_3_16Gb-2337741.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi Note 3 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"324.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_Note_3_32Gb-2337739.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi Note 3 Pro 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"325.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_Note_3_Pro_16Gb-2433127.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi Note 3 Pro 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Всё на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"360.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_Note_3_Pro_32Gb-2433227.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi Note 4 16Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"324.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_Note_4_16Gb-2632387.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi Note 4 32Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"350.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_Note_4_32Gb-2708067.html";"36";"";"";
"Мобильные телефоны";"Xiaomi";"Xiaomi Redmi Note 4 4/64Gb";"Гарантия 36 месяцев.Original.Все цвета.Все на русском.Подарки:чехол,защитная пленка,автозарядное.Карта памяти 32-64Gb.Обрежем СИМ.Доставка по Минску и РБ Бесплатно!Установим Navitel";"429.00";"На складе";"https://phone.1k.by/mobile/xiaomi/Xiaomi_Redmi_Note_4_464Gb-2891247.html";"36";"";"";
